connections,read_percent,write_percent,db_mem_coef,pgpool_cache_coef,read_cost,write_cost,effective,effective_coef
210,100,0,1.285,0.8566666666666666,46.64,0.0,True,2.469798940138918
250,100,0,1.285,0.8566666666666666,46.64,0.0,True,3.7883595583820866
320,100,0,1.285,0.8566666666666666,46.64,0.0,True,1.450371629571983
80,100,0,1.8,1.2,61.89,0.0,True,1.3088252998073409
90,100,0,1.8,1.2,61.76,0.0,True,1.8962517234021727
97,100,0,1.8,1.2,61.89,0.0,False,0.6209942477036873
100,100,0,1.8,1.2,61.89,0.0,True,1.99403504524898
150,100,0,1.8,1.2,61.89,0.0,True,2.490793323696318
170,100,0,1.8,1.2,61.89,0.0,True,2.5215207378869438
210,100,0,1.8,1.2,61.89,0.0,True,4.510409179591442
250,100,0,1.8,1.2,61.76,0.0,True,2.0719771177769704
280,100,0,1.8,1.2,61.89,0.0,True,2.663659532836533
320,100,0,1.8,1.2,61.89,0.0,True,3.7474791617103405
80,100,0,1.925,1.2833333333333334,65.41,0.0,True,1.5717644013476777
90,100,0,1.925,1.2833333333333334,65.41,0.0,True,1.9755649459178102
100,100,0,1.925,1.2833333333333334,65.41,0.0,True,2.1234780775691275
150,100,0,1.925,1.2833333333333334,65.41,0.0,True,1.806715609813486
210,100,0,1.925,1.2833333333333334,65.41,0.0,True,2.0554840249305446
280,100,0,1.925,1.2833333333333334,65.41,0.0,True,1.8248389748068332
320,100,0,1.925,1.2833333333333334,65.41,0.0,True,1.8645120760712695
80,36,66,0.65,0.43333333333333335,29.05,11.44,True,1.417174291528413
80,73,27,0.65,0.43333333333333335,29.05,11.44,True,1.2800384677049426
80,92,8,0.65,0.43333333333333335,29.05,11.44,True,1.1807189184828073
90,36,66,0.65,0.43333333333333335,29.05,11.44,True,2.4270329277524483
90,73,27,0.65,0.43333333333333335,29.05,11.44,True,1.3782601420711356
90,92,8,0.65,0.43333333333333335,29.05,11.44,True,1.1103909907299359
100,36,66,0.65,0.43333333333333335,29.05,11.44,False,0.883808749145051
100,73,27,0.65,0.43333333333333335,29.05,11.44,False,0.9848651622223648
100,92,8,0.65,0.43333333333333335,29.05,11.44,False,0.6706008209332676
150,36,66,0.65,0.43333333333333335,29.05,11.44,True,1.299711186107346
150,73,27,0.65,0.43333333333333335,29.05,11.44,True,1.5898518617843322
150,92,8,0.65,0.43333333333333335,29.05,11.44,True,1.5071580628982046
210,36,66,0.65,0.43333333333333335,29.05,11.44,True,1.1955292341567645
210,73,27,0.65,0.43333333333333335,29.05,11.44,True,1.864676841329882
210,92,8,0.65,0.43333333333333335,29.05,11.44,True,1.4258020397887992
280,36,66,0.65,0.43333333333333335,29.05,11.44,True,1.6605850486340925
280,73,27,0.65,0.43333333333333335,29.05,11.44,True,1.7611127152479809
280,92,8,0.65,0.43333333333333335,29.05,11.44,True,1.1806230010933243
320,36,66,0.65,0.43333333333333335,29.05,11.44,False,0.9638138185689739
320,73,27,0.65,0.43333333333333335,29.05,11.44,True,1.4211166822943153
320,92,8,0.65,0.43333333333333335,29.05,11.44,True,1.8512340382826322
80,36,66,0.775,0.5166666666666667,32.55,13.09,False,0.9506982009451765
80,73,27,0.775,0.5166666666666667,32.55,13.09,True,1.026157056126631
80,92,8,0.775,0.5166666666666667,32.55,13.09,False,0.9610364713273605
90,36,66,0.775,0.5166666666666667,32.55,13.09,True,1.1354602415336557
90,73,27,0.775,0.5166666666666667,32.55,13.09,True,1.275971532023666
90,92,8,0.775,0.5166666666666667,32.55,13.09,True,1.2971627087439346
97,36,66,0.775,0.5166666666666667,32.55,13.09,False,0.8843188879206367
97,73,27,0.775,0.5166666666666667,32.55,13.09,True,1.5216686298356628
97,92,8,0.775,0.5166666666666667,32.55,13.09,True,2.9489258293490077
100,36,66,0.775,0.5166666666666667,32.55,13.09,True,1.209816126843355
100,73,27,0.775,0.5166666666666667,32.55,13.09,True,1.0704874067989907
100,92,8,0.775,0.5166666666666667,32.55,13.09,True,1.592352084397271
150,36,66,0.775,0.5166666666666667,32.55,13.09,True,1.183818473296155
150,73,27,0.775,0.5166666666666667,32.55,13.09,True,1.4964081032781413
150,92,8,0.775,0.5166666666666667,32.55,13.09,True,1.7556149959691232
170,36,66,0.775,0.5166666666666667,32.55,13.09,True,1.3764699218691523
170,73,27,0.775,0.5166666666666667,32.55,13.09,True,2.6520893701647976
170,92,8,0.775,0.5166666666666667,32.55,13.09,True,3.224158494822287
210,36,66,0.775,0.5166666666666667,32.55,13.09,True,2.7823980414058074
210,73,27,0.775,0.5166666666666667,32.55,13.09,True,3.2630034872494322
210,92,8,0.775,0.5166666666666667,32.55,13.09,True,3.96443155320817
250,36,66,0.775,0.5166666666666667,32.55,13.09,True,2.414318366099742
250,73,27,0.775,0.5166666666666667,32.55,13.09,True,3.178729462954509
250,92,8,0.775,0.5166666666666667,32.55,13.09,True,4.102665786266218
280,36,66,0.775,0.5166666666666667,32.55,13.09,True,1.328089839433908
280,73,27,0.775,0.5166666666666667,32.55,13.09,True,1.505442491457244
280,92,8,0.775,0.5166666666666667,32.55,13.09,True,1.9278321152864033
320,36,66,0.775,0.5166666666666667,32.55,13.09,True,2.5295411462042345
320,73,27,0.775,0.5166666666666667,32.55,13.09,True,3.3628072888664726
320,92,8,0.775,0.5166666666666667,32.55,13.09,True,4.627884914766795
80,36,66,0.975,0.65,38.34,15.71,True,1.6594772613154793
80,73,27,0.975,0.65,38.34,15.71,False,0.7205307583577879
80,92,8,0.975,0.65,38.34,15.71,True,1.1305000544283343
90,36,66,0.975,0.65,38.34,15.71,False,0.9214504677768501
90,73,27,0.975,0.65,38.35,15.71,True,1.6384290342498453
90,92,8,0.975,0.65,38.34,15.71,True,1.1013510142749663
100,36,66,0.975,0.65,38.34,15.71,False,0.8737655122222219
100,73,27,0.975,0.65,38.35,15.71,True,1.790942403030719
100,92,8,0.975,0.65,38.35,15.71,True,2.046826820983222
150,36,66,0.975,0.65,38.34,15.71,True,1.381880530910701
150,73,27,0.975,0.65,38.34,15.71,True,1.4667984250790078
150,92,8,0.975,0.65,38.34,15.71,True,1.550409954720068
210,36,66,0.975,0.65,38.34,15.71,True,1.1074433602107983
210,73,27,0.975,0.65,38.34,15.71,True,1.4479932259837072
210,92,8,0.975,0.65,38.34,15.71,True,1.9900244049176268
280,36,66,0.975,0.65,38.34,15.71,False,0.8037667740195363
280,73,27,0.975,0.65,38.34,15.71,True,1.834378607841295
280,92,8,0.975,0.65,38.34,15.71,True,2.0197328100500362
320,36,66,0.975,0.65,38.34,15.71,True,1.204080630168995
320,73,27,0.975,0.65,38.34,15.71,True,1.6729996957168887
320,92,8,0.975,0.65,38.34,15.71,True,2.1268948998011945
97,36,66,1.285,0.8566666666666666,46.64,19.42,True,2.171190307039393
97,73,27,1.285,0.8566666666666666,46.64,19.42,True,2.8446303804651394
97,92,8,1.285,0.8566666666666666,46.64,19.42,True,3.4767232372900776
170,36,66,1.285,0.8566666666666666,46.64,19.42,True,2.164863437318291
170,73,27,1.285,0.8566666666666666,46.64,19.42,True,2.7558465076867953
170,92,8,1.285,0.8566666666666666,46.64,19.42,True,3.7045149521191885
210,36,66,1.285,0.8566666666666666,46.64,19.42,True,1.2553387241780882
210,73,27,1.285,0.8566666666666666,46.64,19.42,True,1.5147950976629925
210,92,8,1.285,0.8566666666666666,46.64,19.42,True,1.9460180991432605
250,36,66,1.285,0.8566666666666666,46.64,19.42,True,2.118713225635854
250,73,27,1.285,0.8566666666666666,46.64,19.42,True,2.593868540148466
250,92,8,1.285,0.8566666666666666,46.64,19.42,True,3.4976302078135166
320,36,66,1.285,0.8566666666666666,46.64,19.42,True,1.9472919775859328
320,73,27,1.285,0.8566666666666666,46.64,19.42,True,2.33196070374351
320,92,8,1.285,0.8566666666666666,46.64,19.42,True,2.6636590466071692
80,36,66,1.8,1.2,61.76,23.95,True,1.1591890175514745
80,73,27,1.8,1.2,61.76,23.95,True,1.6116049430844057
80,92,8,1.8,1.2,61.89,24.08,True,4.079866152116596
90,36,66,1.8,1.2,61.89,24.08,True,1.2822011054509448
90,73,27,1.8,1.2,61.89,24.08,True,1.313303433120004
90,92,8,1.8,1.2,61.89,24.08,True,1.2460342714552666
97,36,66,1.8,1.2,61.89,24.08,True,1.46332022077551
97,73,27,1.8,1.2,61.89,24.08,True,2.0119112428391186
97,92,8,1.8,1.2,61.89,24.08,True,2.6908861089773137
100,36,66,1.8,1.2,61.89,24.08,True,1.3342985457366865
100,73,27,1.8,1.2,61.76,23.95,True,1.7453837822250222
100,92,8,1.8,1.2,61.76,23.95,True,1.8115294682284264
150,36,66,1.8,1.2,61.76,23.95,True,1.2253162852961552
150,73,27,1.8,1.2,61.76,23.95,True,1.0937809822529803
150,92,8,1.8,1.2,61.76,23.95,True,1.8412070804406955
170,36,66,1.8,1.2,61.89,24.08,True,1.6884769975488665
170,73,27,1.8,1.2,61.89,24.08,True,2.328151052998875
170,92,8,1.8,1.2,61.89,24.08,True,2.731771058289361
210,36,66,1.8,1.2,61.76,23.95,True,1.016865713022567
210,73,27,1.8,1.2,61.76,23.95,True,1.3932389018419604
210,92,8,1.8,1.2,61.76,23.95,True,1.3464569190302031
250,36,66,1.8,1.2,61.76,23.95,True,1.2442016198201777
250,73,27,1.8,1.2,61.76,23.95,True,1.4638888839641713
250,92,8,1.8,1.2,61.76,23.95,True,1.9674135462648932
280,36,66,1.8,1.2,61.76,23.95,True,1.2081066647218563
280,73,27,1.8,1.2,61.76,23.95,True,1.7535719703993562
280,92,8,1.8,1.2,61.89,24.08,True,7.604148556269337
320,36,66,1.8,1.2,61.76,23.95,True,1.0493875795821184
320,73,27,1.8,1.2,61.76,23.95,True,1.4504053103337573
320,92,8,1.8,1.2,61.76,23.95,True,1.4489641793417176
80,36,66,1.925,1.2833333333333334,65.41,25.13,True,1.2911809209864689
80,73,27,1.925,1.2833333333333334,65.41,25.13,True,1.3730339116290438
80,92,8,1.925,1.2833333333333334,65.41,25.13,True,1.8542676348768956
90,36,66,1.925,1.2833333333333334,65.41,25.13,True,1.2080985314661354
90,73,27,1.925,1.2833333333333334,65.41,25.13,True,1.5973802879631949
90,92,8,1.925,1.2833333333333334,65.41,25.13,True,2.0754300631183082
100,36,66,1.925,1.2833333333333334,65.41,25.13,False,0.8197780080818493
100,73,27,1.925,1.2833333333333334,65.41,25.13,True,1.696320298946458
100,92,8,1.925,1.2833333333333334,65.41,25.13,True,1.5607031335193398
150,36,66,1.925,1.2833333333333334,65.41,25.13,True,1.139451911535126
150,73,27,1.925,1.2833333333333334,65.41,25.13,True,1.569427814909194
150,92,8,1.925,1.2833333333333334,65.41,25.13,True,1.786151224971487
210,36,66,1.925,1.2833333333333334,65.41,25.13,True,1.1821323092231353
210,73,27,1.925,1.2833333333333334,65.41,25.13,True,3.014391154038149
210,92,8,1.925,1.2833333333333334,65.41,25.13,True,2.1139530248259395
280,36,66,1.925,1.2833333333333334,65.41,25.13,True,1.185426796382555
280,73,27,1.925,1.2833333333333334,65.41,25.13,True,1.6554035905717888
280,92,8,1.925,1.2833333333333334,65.41,25.13,True,2.085854991892226
320,36,66,1.925,1.2833333333333334,65.41,25.13,True,1.219558143388408
320,73,27,1.925,1.2833333333333334,65.41,25.13,True,1.6831120282222867
320,92,8,1.925,1.2833333333333334,65.41,25.14,True,1.275617361193911
80,36,66,0.65,0.43333333333333335,29.05,365.79,True,1.385950571995134
80,73,27,0.65,0.43333333333333335,29.05,353.75,True,1.178423709290594
80,92,8,0.65,0.43333333333333335,29.05,448.4,True,1.1598378980046629
80,97,3,0.65,0.43333333333333335,29.05,448.4,True,1.104078839006246
90,36,66,0.65,0.43333333333333335,29.05,363.51,False,0.6725017010103242
90,73,27,0.65,0.43333333333333335,29.05,363.51,False,0.713759573286214
90,92,8,0.65,0.43333333333333335,29.05,363.51,True,1.2662824910751749
90,97,3,0.65,0.43333333333333335,29.05,363.51,True,1.3431956030025682
100,36,66,0.65,0.43333333333333335,29.05,363.51,False,0.799290507977208
100,73,27,0.65,0.43333333333333335,29.05,343.56,True,1.400119588756124
100,92,8,0.65,0.43333333333333335,29.05,343.56,False,0.8851166562386444
100,97,3,0.65,0.43333333333333335,29.05,343.56,True,1.2401900115364755
150,36,66,0.65,0.43333333333333335,29.05,343.56,True,1.639453789923125
150,73,27,0.65,0.43333333333333335,29.05,381.22,True,1.289533645702085
150,92,8,0.65,0.43333333333333335,29.05,413.24,True,1.3646627047761772
150,97,3,0.65,0.43333333333333335,29.05,413.24,True,1.435880589084806
210,36,66,0.65,0.43333333333333335,29.05,413.24,True,1.1504709369006816
210,73,27,0.65,0.43333333333333335,29.05,413.24,False,0.830477174396808
210,92,8,0.65,0.43333333333333335,29.05,429.69,False,0.9545537061909791
210,97,3,0.65,0.43333333333333335,29.05,448.4,True,1.1555670534104523
280,36,66,0.65,0.43333333333333335,29.05,404.56,False,0.35840141157873034
280,73,27,0.65,0.43333333333333335,29.05,385.36,False,0.8769494315201835
280,92,8,0.65,0.43333333333333335,29.05,11.57,True,1.3416208301534582
280,97,3,0.65,0.43333333333333335,29.05,292.35,True,1.1577483585354653
320,36,66,0.65,0.43333333333333335,29.05,11.6,False,0.9150843740321826
320,73,27,0.65,0.43333333333333335,29.05,344.72,False,0.9041234367348405
320,92,8,0.65,0.43333333333333335,29.05,425.78,True,1.1151477724205292
320,97,3,0.65,0.43333333333333335,29.05,469.31,True,1.0956993584716086
80,36,66,0.775,0.5166666666666667,32.55,410.99,False,0.6720399239183461
80,73,27,0.775,0.5166666666666667,32.55,405.21,True,1.4884536530669035
80,92,8,0.775,0.5166666666666667,32.55,410.99,False,0.8955353601425448
80,97,3,0.775,0.5166666666666667,32.55,410.99,True,1.1537441073423436
90,36,66,0.775,0.5166666666666667,32.55,299.11,True,1.0038877390876944
90,73,27,0.775,0.5166666666666667,32.55,299.11,False,0.9021616877592623
90,92,8,0.775,0.5166666666666667,32.55,432.18,False,0.9426997868453089
90,97,3,0.775,0.5166666666666667,32.55,413.91,True,1.8931761299023178
97,36,66,0.775,0.5166666666666667,32.55,11.8,True,1.2576563129754257
97,73,27,0.775,0.5166666666666667,32.55,13.29,True,1.0421032773834513
97,92,8,0.775,0.5166666666666667,32.55,169.46,True,1.1405304064579718
97,97,3,0.775,0.5166666666666667,32.55,178.93,True,1.00094356844661
100,36,66,0.775,0.5166666666666667,32.55,299.11,True,1.574283648806252
100,73,27,0.775,0.5166666666666667,32.55,381.86,True,1.2689360472950861
100,92,8,0.775,0.5166666666666667,32.55,298.76,True,1.15600022804099
100,97,3,0.775,0.5166666666666667,32.55,187.81,False,0.6930035462426635
150,36,66,0.775,0.5166666666666667,32.55,402.18,True,1.8035160313420702
150,73,27,0.775,0.5166666666666667,32.55,402.18,False,0.7216734960914082
150,92,8,0.775,0.5166666666666667,32.55,402.18,True,1.3760066926865118
150,97,3,0.775,0.5166666666666667,32.55,402.18,True,1.0470678297109408
170,36,66,0.775,0.5166666666666667,32.55,185.7,False,0.9669073243512636
170,73,27,0.775,0.5166666666666667,32.55,207.35,True,1.2643486242468887
170,92,8,0.775,0.5166666666666667,32.55,216.82,True,1.4086499022740877
170,97,3,0.775,0.5166666666666667,32.55,222.9,True,1.2416385784543753
210,36,66,0.775,0.5166666666666667,32.55,252.67,True,1.1603379886323066
210,73,27,0.775,0.5166666666666667,32.55,262.14,False,0.7300564235638178
210,92,8,0.775,0.5166666666666667,32.55,268.91,True,1.6227457016413844
210,97,3,0.775,0.5166666666666667,32.55,272.97,True,1.7567656771123994
280,36,66,0.775,0.5166666666666667,32.55,402.18,True,1.488156407143495
280,73,27,0.775,0.5166666666666667,32.55,381.86,True,1.2886298453102711
280,92,8,0.775,0.5166666666666667,32.55,427.27,False,0.8012692145559874
280,97,3,0.775,0.5166666666666667,32.55,410.99,True,1.5382699387239618
320,36,66,0.775,0.5166666666666667,32.55,225.61,True,1.1074379905822096
320,73,27,0.775,0.5166666666666667,32.55,237.79,False,0.8079398494720829
320,92,8,0.775,0.5166666666666667,32.55,245.91,True,1.7593674428064985
320,97,3,0.775,0.5166666666666667,32.55,249.97,True,2.283981838286698
80,36,66,0.975,0.65,38.34,325.9,True,1.0787434164140552
80,73,27,0.975,0.65,38.34,333.85,True,1.168100676309411
80,92,8,0.975,0.65,38.34,341.79,True,1.1034442179500799
80,97,3,0.975,0.65,38.34,345.76,True,2.1920747615347516
90,36,66,0.975,0.65,38.34,345.76,True,1.119462138258836
90,73,27,0.975,0.65,38.34,353.69,True,1.2240228635306267
90,92,8,0.975,0.65,38.34,357.66,True,2.7365100452173827
90,97,3,0.975,0.65,38.34,13.25,True,1.0529997772855968
100,36,66,0.975,0.65,38.35,178.38,True,1.0417586686977724
100,73,27,0.975,0.65,38.35,212.89,False,0.9600637644485126
100,92,8,0.975,0.65,38.35,237.45,True,1.470962708988281
100,97,3,0.975,0.65,38.35,250.73,True,1.8300144323068752
150,36,66,0.975,0.65,38.34,317.97,True,1.1126039136869714
150,73,27,0.975,0.65,38.34,399.59,False,0.7875260701653675
150,92,8,0.975,0.65,38.34,317.97,True,1.1412795488991867
150,97,3,0.975,0.65,38.34,317.97,True,1.4272194872166455
210,36,66,0.975,0.65,38.34,342.96,False,0.6472040087727643
210,73,27,0.975,0.65,38.34,342.96,False,0.6368463455580501
210,92,8,0.975,0.65,38.34,381.52,True,1.239183826433619
210,97,3,0.975,0.65,38.35,407.22,True,1.5314295922693593
280,36,66,0.975,0.65,38.35,420.07,False,0.8938815460965029
280,73,27,0.975,0.65,38.35,462.03,True,1.2090232603904836
280,92,8,0.975,0.65,38.35,487.73,True,1.3896926508666048
280,97,3,0.975,0.65,38.35,507.01,True,1.5904114446705797
320,36,66,0.975,0.65,38.35,455.61,True,1.0854645167210133
320,73,27,0.975,0.65,38.35,455.61,False,0.6234551963039684
320,92,8,0.975,0.65,38.34,317.97,True,1.3025367032992174
320,97,3,0.975,0.65,38.34,317.97,True,1.5926313946943003
97,36,66,1.285,0.8566666666666666,46.64,11.55,False,0.7213120204723202
97,73,27,1.285,0.8566666666666666,46.64,11.82,False,0.8496063006733421
97,92,8,1.285,0.8566666666666666,46.64,157.99,True,1.0962295482284734
97,97,3,1.285,0.8566666666666666,46.64,162.29,True,1.074619186252299
170,36,66,1.285,0.8566666666666666,46.64,11.55,False,0.5172373737428257
170,73,27,1.285,0.8566666666666666,46.64,11.82,True,1.0826881279823504
170,92,8,1.285,0.8566666666666666,46.64,11.93,False,0.9519928942291472
170,97,3,1.285,0.8566666666666666,46.64,12.0,True,1.2616462965933766
210,36,66,1.285,0.8566666666666666,46.64,171.03,True,1.0837226332720862
210,73,27,1.285,0.8566666666666666,46.64,179.85,True,1.4587116984833435
210,92,8,1.285,0.8566666666666666,46.64,184.88,True,1.25473587244218
210,97,3,1.285,0.8566666666666666,46.64,188.66,True,1.7455177186620465
320,36,66,1.285,0.8566666666666666,46.64,152.14,True,1.1291761961813427
320,73,27,1.285,0.8566666666666666,46.64,159.7,False,0.9152881391383882
320,92,8,1.285,0.8566666666666666,46.64,167.25,True,1.2137837585493871
320,97,3,1.285,0.8566666666666666,46.64,169.77,False,0.9298562160228059
80,36,66,1.8,1.2,61.89,395.38,False,0.7699527977896233
80,73,27,1.8,1.2,61.89,477.43,False,0.9908508931620708
80,92,8,1.8,1.2,61.89,172.71,True,1.4961865745856566
80,97,3,1.8,1.2,61.89,389.03,False,0.8982019760552187
90,36,66,1.8,1.2,61.89,323.64,False,0.9269360172819955
90,73,27,1.8,1.2,61.76,11.8,False,0.6788850816556361
90,92,8,1.8,1.2,61.89,323.64,True,1.4283315612394831
90,97,3,1.8,1.2,61.76,11.46,True,1.1718792291622404
97,36,66,1.8,1.2,61.76,11.98,False,0.8059935446390195
97,73,27,1.8,1.2,61.76,12.16,False,0.9725528138630605
97,92,8,1.8,1.2,61.76,13.29,False,0.8854889130117999
97,97,3,1.8,1.2,61.76,13.36,False,0.7043135528775092
100,36,66,1.8,1.2,61.76,11.6,False,0.995093583201817
100,73,27,1.8,1.2,61.89,155.22,True,1.2285962503114374
100,92,8,1.8,1.2,61.89,167.33,True,1.5106085509147709
100,97,3,1.8,1.2,61.89,246.03,True,1.5534445069587244
150,36,66,1.8,1.2,61.89,178.09,True,1.1094485655882662
150,73,27,1.8,1.2,61.89,190.2,True,1.083044213811759
150,92,8,1.8,1.2,61.89,198.27,True,1.6289088825944047
150,97,3,1.8,1.2,61.89,203.66,True,1.7468389785575162
170,36,66,1.8,1.2,61.89,153.3,True,1.1640858801172158
170,73,27,1.8,1.2,61.89,159.81,False,0.6216630166308511
170,92,8,1.8,1.2,61.89,165.03,True,1.4545494278110465
170,97,3,1.8,1.2,61.89,167.63,False,0.7738234458894019
210,36,66,1.8,1.2,61.89,181.97,False,0.9799861126391953
210,73,27,1.8,1.2,61.89,187.18,True,1.0123367941001031
210,92,8,1.8,1.2,61.89,192.4,True,1.2305481120931887
210,97,3,1.8,1.2,61.89,193.7,True,2.421723767106707
280,36,66,1.8,1.2,61.89,205.0,True,1.1355366669543416
280,73,27,1.8,1.2,61.89,221.14,True,1.1541879439952862
280,92,8,1.8,1.2,61.89,229.89,True,1.9317401056229617
280,97,3,1.8,1.2,61.89,233.92,True,2.007694178322276
320,36,66,1.8,1.2,61.89,168.94,True,1.110339829664801
320,73,27,1.8,1.2,61.89,174.15,True,1.1744665528316482
320,92,8,1.8,1.2,61.89,179.37,True,1.4011450563337897
320,97,3,1.8,1.2,61.89,180.67,True,1.8026550242928905
80,36,66,1.925,1.2833333333333334,65.41,381.13,False,0.9452035166335933
80,73,27,1.925,1.2833333333333334,65.41,394.84,False,0.9744650945593756
80,92,8,1.925,1.2833333333333334,65.41,394.84,True,1.156187041423599
80,97,3,1.925,1.2833333333333334,65.41,183.1,True,1.43968278579209
90,36,66,1.925,1.2833333333333334,65.41,185.93,True,1.0587543025774735
90,73,27,1.925,1.2833333333333334,65.41,195.87,True,1.0650727262544477
90,92,8,1.925,1.2833333333333334,65.41,202.97,True,1.6033939083407633
90,97,3,1.925,1.2833333333333334,65.41,207.23,True,1.9571547191745584
100,36,66,1.925,1.2833333333333334,65.41,208.65,False,0.936034757023192
100,73,27,1.925,1.2833333333333334,65.41,218.59,True,1.1158015076444767
100,92,8,1.925,1.2833333333333334,65.41,227.11,True,1.3129065433487812
100,97,3,1.925,1.2833333333333334,65.41,231.37,True,1.8513827324752055
150,36,66,1.925,1.2833333333333334,65.41,232.79,False,0.7784449021784643
150,73,27,1.925,1.2833333333333334,65.41,241.95,True,1.1226087974318817
150,92,8,1.925,1.2833333333333334,65.41,186.59,False,0.9345978231954232
150,97,3,1.925,1.2833333333333334,65.41,383.14,True,2.4773506743988984
210,36,66,1.925,1.2833333333333334,65.41,446.04,True,1.0181591253273141
210,73,27,1.925,1.2833333333333334,65.41,385.25,False,0.6828192327676407
210,92,8,1.925,1.2833333333333334,65.41,189.34,True,1.3681974587502568
210,97,3,1.925,1.2833333333333334,65.41,385.25,True,1.429510012433766
280,36,66,1.925,1.2833333333333334,65.41,11.68,False,0.960022928213633
280,73,27,1.925,1.2833333333333334,65.41,11.95,True,1.1354535554856047
280,92,8,1.925,1.2833333333333334,65.41,156.02,True,1.0386199274436434
280,97,3,1.925,1.2833333333333334,65.41,162.43,True,1.4593840117898504
320,36,66,1.925,1.2833333333333334,65.41,167.56,False,0.8003027372073284
320,73,27,1.925,1.2833333333333334,65.41,180.37,False,0.9506868552676891
320,92,8,1.925,1.2833333333333334,65.41,194.47,True,1.6234565187031729
320,97,3,1.925,1.2833333333333334,65.41,374.88,True,1.5157853889554893
80,100,0,0.65,0.43333333333333335,8.45,0.0,False,0.44633345538075836
90,100,0,0.65,0.43333333333333335,8.45,0.0,True,2.2205355796505906
100,100,0,0.65,0.43333333333333335,8.45,0.0,False,0.4308038586971035
150,100,0,0.65,0.43333333333333335,8.45,0.0,False,0.5402428860705795
210,100,0,0.65,0.43333333333333335,8.45,0.0,False,0.639883715915105
280,100,0,0.65,0.43333333333333335,8.45,0.0,False,0.6552223645993939
300,100,0,0.65,0.43333333333333335,8.45,0.0,False,0.5564482562371302
320,100,0,0.65,0.43333333333333335,8.45,0.0,False,0.6571750608383823
80,100,0,0.775,0.5166666666666667,8.45,0.0,False,0.46276013865496674
90,100,0,0.775,0.5166666666666667,8.45,0.0,False,0.4690959346942163
100,100,0,0.775,0.5166666666666667,8.45,0.0,False,0.4318467358026817
150,100,0,0.775,0.5166666666666667,8.45,0.0,False,0.627271746410881
210,100,0,0.775,0.5166666666666667,8.45,0.0,False,0.39484451121492903
280,100,0,0.775,0.5166666666666667,8.45,0.0,True,2.1681003782364727
320,100,0,0.775,0.5166666666666667,8.46,0.0,True,2.3313660080340055
80,100,0,0.975,0.65,8.45,0.0,False,0.7912571201591061
90,100,0,0.975,0.65,8.45,0.0,False,0.957929141225492
100,100,0,0.975,0.65,8.45,0.0,False,0.9296691475732868
150,100,0,0.975,0.65,8.45,0.0,False,0.6594558483370664
210,100,0,0.975,0.65,8.45,0.0,True,1.1096737013120634
280,100,0,0.975,0.65,8.45,0.0,True,1.5042746755478174
320,100,0,0.975,0.65,8.45,0.0,True,1.2762558788355722
80,100,0,1.285,0.8566666666666666,8.46,0.0,False,0.4576579567934168
100,100,0,1.285,0.8566666666666666,8.46,0.0,False,0.4368829823485897
300,100,0,1.285,0.8566666666666666,8.46,0.0,True,2.0192572779750875
80,100,0,1.8,1.2,8.58,0.0,True,1.5778938103638545
90,100,0,1.8,1.2,8.58,0.0,True,1.4105981571326591
100,100,0,1.8,1.2,8.58,0.0,True,1.503520376445486
150,100,0,1.8,1.2,8.58,0.0,True,2.012669742820074
210,100,0,1.8,1.2,8.58,0.0,True,2.219318118568438
280,100,0,1.8,1.2,8.58,0.0,True,2.11979562025982
